,가격등록일자,품목명,품종명,평균가격,등급명,유통단계별무게,유통단계별단위명,당일최저가격,당일최대가격,가격등록년도
14398,2011-05-05,사과,후지,14099.0,저농약,10,개,11630,9800,2011
14399,2011-05-05,배,신고,37400.0,유기농,10,개,37400,37400,2011
14400,2011-05-05,배,신고,32603.0,저농약,10,개,26660,40495,2011
14401,2011-05-05,방울토마토,국산,8157.0,유기농,1,kg,5500,9960,2011
14402,2011-05-05,방울토마토,국산,7372.0,무농약,1,kg,10360,9960,2011
14403,2011-05-05,방울토마토,국산,6120.0,저농약,1,kg,5500,7360,2011
14404,2011-05-12,쌀,일반계,37443.0,유기농,10,kg,33800,43000,2011
14405,2011-05-12,쌀,일반계,30208.0,무농약,10,kg,25000,38000,2011
14406,2011-05-12,쌀,일반계,27800.0,저농약,10,kg,27800,27800,2011
14407,2011-05-12,고구마,밤,6970.0,유기농,1,kg,6430,7630,2011
14408,2011-05-12,고구마,밤,6610.0,무농약,1,kg,6400,7000,2011
14409,2011-05-12,감자,수미,486.0,유기농,100,g,435,625,2011
14410,2011-05-12,감자,수미,407.0,무농약,100,g,150,500,2011
14411,2011-05-12,배추,봄,4170.0,유기농,1,포기,3600,4740,2011
14412,2011-05-12,양배추,양배추,4510.0,유기농,1,포기,3960,5500,2011
14413,2011-05-12,양배추,양배추,4459.0,무농약,1,포기,1950,8270,2011
14414,2011-05-12,시금치,시금치,6777.0,유기농,1,kg,5500,8900,2011
14415,2011-05-12,시금치,시금치,8670.0,무농약,1,kg,10670,9900,2011
14416,2011-05-12,상추,적,1034.0,유기농,100,g,1060,980,2011
14417,2011-05-12,상추,적,1202.0,무농약,100,g,1260,650,2011
14418,2011-05-12,상추,청,1109.0,유기농,100,g,1060,980,2011
14419,2011-05-12,상추,청,1317.0,무농약,100,g,1187,1400,2011
14420,2011-05-12,참외,참외,19130.0,저농약,10,개,12710,9970,2011
14421,2011-05-12,오이,가시계통,10300.0,유기농,10,개,10000,7900,2011
14422,2011-05-12,오이,가시계통,12550.0,무농약,10,개,11600,13500,2011
14423,2011-05-12,오이,다다기계통,10100.0,유기농,10,개,12000,9900,2011
14424,2011-05-12,오이,다다기계통,9836.0,무농약,10,개,12000,9900,2011
14425,2011-05-12,오이,취청,6000.0,저농약,10,개,6000,6000,2011
14426,2011-05-12,호박,애호박,2140.0,유기농,1,개,1380,2980,2011
14427,2011-05-12,호박,애호박,1858.0,무농약,1,개,1200,2500,2011
14428,2011-05-12,호박,애호박,1980.0,저농약,1,개,1980,1980,2011
14429,2011-05-12,토마토,토마토,5806.0,유기농,1,kg,3300,8900,2011
14430,2011-05-12,토마토,토마토,6625.0,무농약,1,kg,6250,7800,2011
14431,2011-05-12,토마토,토마토,6243.0,저농약,1,kg,6230,6250,2011
14432,2011-05-12,딸기,딸기,2568.0,유기농,100,g,1380,5970,2011
14433,2011-05-12,딸기,딸기,867.0,무농약,100,g,867,867,2011
14434,2011-05-12,무,봄,2340.0,유기농,1,개,1580,2980,2011
14435,2011-05-12,무,봄,2033.0,무농약,1,개,1200,3480,2011
14436,2011-05-12,당근,무세척,4891.0,유기농,1,kg,3200,6600,2011
14437,2011-05-12,당근,무세척,4827.0,무농약,1,kg,4080,5960,2011
14438,2011-05-12,풋고추,풋고추,1430.0,유기농,100,g,1000,2580,2011
14439,2011-05-12,풋고추,풋고추,1403.0,무농약,100,g,1030,990,2011
14440,2011-05-12,풋고추,꽈리고추,1854.0,유기농,100,g,1530,2470,2011
14441,2011-05-12,풋고추,꽈리고추,2629.0,무농약,100,g,1787,3700,2011
14442,2011-05-12,풋고추,꽈리고추,1520.0,저농약,100,g,1520,1520,2011
14443,2011-05-12,양파,양파,3187.0,유기농,1,kg,1450,4250,2011
14444,2011-05-12,양파,양파,2667.0,무농약,1,kg,1980,5140,2011
14445,2011-05-12,양파,양파,4980.0,저농약,1,kg,4980,4980,2011
14446,2011-05-12,파,대파,5528.0,유기농,1,kg,2480,7600,2011
14447,2011-05-12,파,대파,5801.0,무농약,1,kg,4145,6670,2011
14448,2011-05-12,미나리,미나리,15660.0,무농약,1,kg,10800,19800,2011
14449,2011-05-12,깻잎,깻잎,3399.0,유기농,100,g,1280,5000,2011
14450,2011-05-12,깻잎,깻잎,2616.0,무농약,100,g,1635,3450,2011
14451,2011-05-12,피망,청,1344.0,유기농,100,g,1050,1840,2011
14452,2011-05-12,피망,청,1347.0,무농약,100,g,1270,1480,2011
14453,2011-05-12,파프리카,파프리카,3372.0,유기농,200,g,2080,4340,2011
14454,2011-05-12,파프리카,파프리카,3623.0,무농약,200,g,2100,6400,2011
14455,2011-05-12,팽이버섯,팽이버섯,446.0,무농약,150,g,330,540,2011
14456,2011-05-12,사과,후지,16525.0,유기농,10,개,24750,8300,2011
14457,2011-05-12,사과,후지,16000.0,무농약,10,개,16000,16000,2011
14458,2011-05-12,사과,후지,14548.0,저농약,10,개,10000,8980,2011
14459,2011-05-12,배,신고,37400.0,유기농,10,개,37400,37400,2011
14460,2011-05-12,배,신고,32680.0,저농약,10,개,27660,40495,2011
14461,2011-05-12,방울토마토,국산,7455.0,유기농,1,kg,5500,9960,2011
14462,2011-05-12,방울토마토,국산,6737.0,무농약,1,kg,5300,9960,2011
14463,2011-05-12,방울토마토,국산,6150.0,저농약,1,kg,5500,6800,2011
14464,2011-05-19,쌀,일반계,36988.0,유기농,10,kg,33800,43000,2011
14465,2011-05-19,쌀,일반계,30265.0,무농약,10,kg,25000,38000,2011
14466,2011-05-19,고구마,밤,7076.0,유기농,1,kg,4980,7630,2011
14467,2011-05-19,고구마,밤,7000.0,무농약,1,kg,7000,7000,2011
14468,2011-05-19,감자,수미,505.0,유기농,100,g,435,625,2011
14469,2011-05-19,감자,수미,424.0,무농약,100,g,298,500,2011
14470,2011-05-19,배추,봄,4170.0,유기농,1,포기,3600,4740,2011
14471,2011-05-19,양배추,양배추,4660.0,유기농,1,포기,4000,5500,2011
14472,2011-05-19,양배추,양배추,4533.0,무농약,1,포기,1950,8270,2011
14473,2011-05-19,시금치,시금치,6727.0,유기농,1,kg,5500,8000,2011
14474,2011-05-19,시금치,시금치,7795.0,무농약,1,kg,10670,9900,2011
14475,2011-05-19,상추,적,1017.0,유기농,100,g,1060,660,2011
14476,2011-05-19,상추,적,1167.0,무농약,100,g,1260,990,2011
14477,2011-05-19,상추,청,1092.0,유기농,100,g,1060,980,2011
14478,2011-05-19,상추,청,1263.0,무농약,100,g,1187,990,2011
14479,2011-05-19,참외,참외,23600.0,유기농,10,개,23600,23600,2011
14480,2011-05-19,참외,참외,20132.0,저농약,10,개,14140,34300,2011
14481,2011-05-19,오이,가시계통,10300.0,유기농,10,개,10000,7900,2011
14482,2011-05-19,오이,가시계통,12233.0,무농약,10,개,11600,13500,2011
14483,2011-05-19,오이,다다기계통,9600.0,유기농,10,개,10000,9900,2011
14484,2011-05-19,오이,다다기계통,9247.0,무농약,10,개,10400,9900,2011
14485,2011-05-19,오이,취청,7500.0,저농약,10,개,7500,7500,2011
14486,2011-05-19,호박,애호박,2184.0,유기농,1,개,1400,2980,2011
14487,2011-05-19,호박,애호박,2093.0,무농약,1,개,1500,2500,2011
14488,2011-05-19,호박,애호박,1900.0,저농약,1,개,1900,1900,2011
14489,2011-05-19,토마토,토마토,6058.0,유기농,1,kg,3500,8900,2011
14490,2011-05-19,토마토,토마토,5609.0,무농약,1,kg,3100,8800,2011
14491,2011-05-19,토마토,토마토,6230.0,저농약,1,kg,6230,6230,2011
14492,2011-05-19,딸기,딸기,1380.0,유기농,100,g,1360,1400,2011
14493,2011-05-19,딸기,딸기,867.0,무농약,100,g,867,867,2011
14494,2011-05-19,딸기,딸기,940.0,저농약,100,g,940,940,2011
14495,2011-05-19,무,봄,2203.0,유기농,1,개,1380,2500,2011
14496,2011-05-19,무,봄,2117.0,무농약,1,개,1200,3480,2011
14497,2011-05-19,당근,무세척,5053.0,유기농,1,kg,3200,6850,2011
14498,2011-05-19,당근,무세척,4617.0,무농약,1,kg,3200,5960,2011
14499,2011-05-19,풋고추,풋고추,1436.0,유기농,100,g,1000,2580,2011
14500,2011-05-19,풋고추,풋고추,1527.0,무농약,100,g,2600,990,2011
14501,2011-05-19,풋고추,꽈리고추,1854.0,유기농,100,g,1530,2470,2011
14502,2011-05-19,풋고추,꽈리고추,2629.0,무농약,100,g,1787,3700,2011
14503,2011-05-19,풋고추,꽈리고추,1520.0,저농약,100,g,1520,1520,2011
14504,2011-05-19,양파,양파,3380.0,유기농,1,kg,1450,4250,2011
14505,2011-05-19,양파,양파,2946.0,무농약,1,kg,1980,5960,2011
14506,2011-05-19,양파,양파,4670.0,저농약,1,kg,4670,4670,2011
14507,2011-05-19,파,대파,5101.0,유기농,1,kg,4145,7600,2011
14508,2011-05-19,파,대파,5145.0,무농약,1,kg,4360,7000,2011
14509,2011-05-19,미나리,미나리,14933.0,무농약,1,kg,13000,9900,2011
14510,2011-05-19,깻잎,깻잎,3382.0,유기농,100,g,1280,5000,2011
14511,2011-05-19,깻잎,깻잎,2783.0,무농약,100,g,1635,3450,2011
14512,2011-05-19,피망,청,1315.0,유기농,100,g,1050,1840,2011
14513,2011-05-19,피망,청,1880.0,무농약,100,g,1270,3480,2011
14514,2011-05-19,파프리카,파프리카,3369.0,유기농,200,g,2080,4340,2011
14515,2011-05-19,파프리카,파프리카,3507.0,무농약,200,g,2340,5540,2011
14516,2011-05-19,팽이버섯,팽이버섯,460.0,무농약,150,g,285,600,2011
14517,2011-05-19,사과,후지,17375.0,유기농,10,개,10000,24750,2011
14518,2011-05-19,사과,후지,16000.0,무농약,10,개,16000,16000,2011
14519,2011-05-19,사과,후지,12981.0,저농약,10,개,11630,9800,2011
14520,2011-05-19,배,신고,37400.0,유기농,10,개,37400,37400,2011
14521,2011-05-19,배,신고,34168.0,저농약,10,개,27660,47500,2011
14522,2011-05-19,방울토마토,국산,7150.0,유기농,1,kg,5500,9960,2011
14523,2011-05-19,방울토마토,국산,6783.0,무농약,1,kg,5000,9960,2011
14524,2011-05-19,방울토마토,국산,7000.0,저농약,1,kg,7000,7000,2011
14525,2011-05-26,쌀,일반계,36988.0,유기농,10,kg,33800,43000,2011
14526,2011-05-26,쌀,일반계,30394.0,무농약,10,kg,25000,38000,2011
14527,2011-05-26,고구마,밤,7416.0,유기농,1,kg,6850,7630,2011
14528,2011-05-26,감자,수미,437.0,유기농,100,g,298,625,2011
14529,2011-05-26,감자,수미,387.0,무농약,100,g,290,490,2011
14530,2011-05-26,배추,봄,3060.0,유기농,1,포기,3060,3060,2011
14531,2011-05-26,양배추,양배추,4690.0,유기농,1,포기,3480,6400,2011
14532,2011-05-26,양배추,양배추,3588.0,무농약,1,포기,1700,6300,2011
14533,2011-05-26,시금치,시금치,8059.0,유기농,1,kg,12670,9900,2011
14534,2011-05-26,시금치,시금치,8994.0,무농약,1,kg,10670,9900,2011
14535,2011-05-26,상추,적,1074.0,유기농,100,g,1000,980,2011
14536,2011-05-26,상추,적,1120.0,무농약,100,g,1260,990,2011
14537,2011-05-26,상추,청,1089.0,유기농,100,g,1060,980,2011
14538,2011-05-26,상추,청,1263.0,무농약,100,g,1187,990,2011
14539,2011-05-26,참외,참외,23600.0,유기농,10,개,23600,23600,2011
14540,2011-05-26,참외,참외,17175.0,저농약,10,개,12860,26180,2011
14541,2011-05-26,오이,가시계통,10133.0,유기농,10,개,13000,9500,2011
14542,2011-05-26,오이,가시계통,12075.0,무농약,10,개,11600,13500,2011
14543,2011-05-26,오이,다다기계통,9600.0,유기농,10,개,10000,9900,2011
14544,2011-05-26,오이,다다기계통,9114.0,무농약,10,개,10400,9900,2011
14545,2011-05-26,오이,취청,7500.0,저농약,10,개,7500,7500,2011
14546,2011-05-26,호박,애호박,2162.0,유기농,1,개,1950,2400,2011
14547,2011-05-26,호박,애호박,2080.0,무농약,1,개,1400,2500,2011
14548,2011-05-26,호박,애호박,2300.0,저농약,1,개,2300,2300,2011
14549,2011-05-26,토마토,토마토,6062.0,유기농,1,kg,3500,8900,2011
14550,2011-05-26,토마토,토마토,5201.0,무농약,1,kg,3100,7400,2011
14551,2011-05-26,토마토,토마토,5750.0,저농약,1,kg,5750,5750,2011
14552,2011-05-26,딸기,딸기,1400.0,유기농,100,g,1360,1440,2011
14553,2011-05-26,무,봄,1980.0,유기농,1,개,1180,2500,2011
14554,2011-05-26,무,봄,2298.0,무농약,1,개,1180,3800,2011
14555,2011-05-26,당근,무세척,4876.0,유기농,1,kg,3200,6600,2011
14556,2011-05-26,당근,무세척,4831.0,무농약,1,kg,4080,5960,2011
14557,2011-05-26,풋고추,풋고추,1454.0,유기농,100,g,1000,990,2011
14558,2011-05-26,풋고추,풋고추,1488.0,무농약,100,g,1030,990,2011
14559,2011-05-26,풋고추,꽈리고추,1850.0,유기농,100,g,1530,2470,2011
14560,2011-05-26,풋고추,꽈리고추,2629.0,무농약,100,g,1787,3700,2011
14561,2011-05-26,풋고추,꽈리고추,1520.0,저농약,100,g,1520,1520,2011
14562,2011-05-26,양파,양파,3365.0,유기농,1,kg,1060,4250,2011
14563,2011-05-26,양파,양파,2393.0,무농약,1,kg,1060,5140,2011
14564,2011-05-26,양파,양파,4670.0,저농약,1,kg,4670,4670,2011
14565,2011-05-26,파,대파,5083.0,유기농,1,kg,4130,7600,2011
14566,2011-05-26,파,대파,5756.0,무농약,1,kg,4560,7000,2011
14567,2011-05-26,미나리,미나리,14900.0,무농약,1,kg,10800,9900,2011
14568,2011-05-26,깻잎,깻잎,3420.0,유기농,100,g,1280,5000,2011
14569,2011-05-26,깻잎,깻잎,2625.0,무농약,100,g,1960,3450,2011
14570,2011-05-26,피망,청,1315.0,유기농,100,g,1050,1840,2011
14571,2011-05-26,피망,청,1923.0,무농약,100,g,1250,3870,2011
14572,2011-05-26,파프리카,파프리카,3265.0,유기농,200,g,1980,4340,2011
14573,2011-05-26,파프리카,파프리카,3587.0,무농약,200,g,2340,5540,2011
14574,2011-05-26,팽이버섯,팽이버섯,457.0,무농약,150,g,285,600,2011
14575,2011-05-26,사과,후지,17375.0,유기농,10,개,10000,24750,2011
14576,2011-05-26,사과,후지,16000.0,무농약,10,개,16000,16000,2011
14577,2011-05-26,사과,후지,12143.0,저농약,10,개,11630,8720,2011
14578,2011-05-26,배,신고,37400.0,유기농,10,개,37400,37400,2011
14579,2011-05-26,배,신고,36554.0,저농약,10,개,28660,47500,2011
14580,2011-05-26,방울토마토,국산,6803.0,유기농,1,kg,3600,9960,2011
14581,2011-05-26,방울토마토,국산,6068.0,무농약,1,kg,3960,9960,2011
14582,2011-05-26,방울토마토,국산,7000.0,저농약,1,kg,7000,7000,2011
14583,2011-06-02,쌀,일반계,36988.0,유기농,10,kg,33800,43000,2011
14584,2011-06-02,쌀,일반계,30485.0,무농약,10,kg,25000,38000,2011
14585,2011-06-02,고구마,밤,7521.0,유기농,1,kg,6800,8480,2011
14586,2011-06-02,감자,수미,417.0,유기농,100,g,290,625,2011
14587,2011-06-02,감자,수미,374.0,무농약,100,g,285,490,2011
14588,2011-06-02,배추,봄,2700.0,유기농,1,포기,2700,2700,2011
14589,2011-06-02,양배추,양배추,4565.0,유기농,1,포기,3960,5500,2011
14590,2011-06-02,양배추,양배추,3475.0,무농약,1,포기,1700,6300,2011
14591,2011-06-02,시금치,시금치,7862.0,유기농,1,kg,10900,9900,2011
14592,2011-06-02,시금치,시금치,9467.0,무농약,1,kg,10900,9500,2011
14593,2011-06-02,상추,적,1048.0,유기농,100,g,1060,880,2011
14594,2011-06-02,상추,적,1120.0,무농약,100,g,1260,990,2011
14595,2011-06-02,상추,청,1068.0,유기농,100,g,1060,980,2011
14596,2011-06-02,상추,청,1232.0,무농약,100,g,1000,990,2011
14597,2011-06-02,참외,참외,18700.0,유기농,10,개,18700,18700,2011
14598,2011-06-02,참외,참외,16804.0,저농약,10,개,15000,9960,2011
14599,2011-06-02,오이,가시계통,10800.0,유기농,10,개,13000,9900,2011
14600,2011-06-02,오이,가시계통,12233.0,무농약,10,개,11600,13500,2011
14601,2011-06-02,오이,다다기계통,8975.0,유기농,10,개,10000,9400,2011
14602,2011-06-02,오이,다다기계통,8900.0,무농약,10,개,10400,9900,2011
14603,2011-06-02,호박,애호박,1917.0,유기농,1,개,1950,990,2011
14604,2011-06-02,호박,애호박,2098.0,무농약,1,개,1780,2500,2011
14605,2011-06-02,호박,애호박,2300.0,저농약,1,개,2300,2300,2011
14606,2011-06-02,토마토,토마토,5530.0,유기농,1,kg,3100,7900,2011
14607,2011-06-02,토마토,토마토,5208.0,무농약,1,kg,3330,7400,2011
14608,2011-06-02,토마토,토마토,3340.0,저농약,1,kg,3340,3340,2011
14609,2011-06-02,딸기,딸기,1190.0,유기농,100,g,1400,980,2011
14610,2011-06-02,무,봄,2284.0,유기농,1,개,1700,2680,2011
14611,2011-06-02,무,봄,2409.0,무농약,1,개,1140,3900,2011
14612,2011-06-02,당근,무세척,4876.0,유기농,1,kg,3200,6600,2011
14613,2011-06-02,당근,무세척,4946.0,무농약,1,kg,3980,5960,2011
14614,2011-06-02,풋고추,풋고추,1480.0,유기농,100,g,1030,2580,2011
14615,2011-06-02,풋고추,풋고추,1478.0,무농약,100,g,1330,990,2011
14616,2011-06-02,풋고추,꽈리고추,1864.0,유기농,100,g,1530,2470,2011
14617,2011-06-02,풋고추,꽈리고추,2094.0,무농약,100,g,1787,2400,2011
14618,2011-06-02,풋고추,꽈리고추,1520.0,저농약,100,g,1520,1520,2011
14619,2011-06-02,양파,양파,3365.0,유기농,1,kg,1060,4250,2011
14620,2011-06-02,양파,양파,2390.0,무농약,1,kg,1060,5140,2011
14621,2011-06-02,양파,양파,4670.0,저농약,1,kg,4670,4670,2011
14622,2011-06-02,파,대파,5083.0,유기농,1,kg,4130,7600,2011
14623,2011-06-02,파,대파,5763.0,무농약,1,kg,4630,7000,2011
14624,2011-06-02,미나리,미나리,14900.0,무농약,1,kg,10800,9900,2011
14625,2011-06-02,깻잎,깻잎,3145.0,유기농,100,g,1280,5000,2011
14626,2011-06-02,깻잎,깻잎,3053.0,무농약,100,g,1335,4900,2011
14627,2011-06-02,피망,청,1326.0,유기농,100,g,1050,1840,2011
14628,2011-06-02,피망,청,1227.0,무농약,100,g,1130,1300,2011
14629,2011-06-02,파프리카,파프리카,3345.0,유기농,200,g,1980,4340,2011
14630,2011-06-02,파프리카,파프리카,3643.0,무농약,200,g,2340,5540,2011
14631,2011-06-02,팽이버섯,팽이버섯,436.0,무농약,150,g,330,540,2011
14632,2011-06-02,사과,후지,17375.0,유기농,10,개,10000,24750,2011
14633,2011-06-02,사과,후지,16000.0,무농약,10,개,16000,16000,2011
14634,2011-06-02,사과,후지,11809.0,저농약,10,개,11630,7980,2011
14635,2011-06-02,배,신고,38178.0,저농약,10,개,31660,47500,2011
14636,2011-06-02,방울토마토,국산,6563.0,유기농,1,kg,5000,8960,2011
14637,2011-06-02,방울토마토,국산,5625.0,무농약,1,kg,3960,9960,2011
14638,2011-06-02,방울토마토,국산,5000.0,저농약,1,kg,5000,5000,2011
14639,2011-06-09,쌀,일반계,36133.0,유기농,10,kg,33800,43000,2011
14640,2011-06-09,쌀,일반계,30486.0,무농약,10,kg,25000,38000,2011
14641,2011-06-09,고구마,밤,7007.0,유기농,1,kg,6100,8480,2011
14642,2011-06-09,감자,수미,407.0,유기농,100,g,298,625,2011
14643,2011-06-09,감자,수미,336.0,무농약,100,g,285,490,2011
14644,2011-06-09,배추,봄,2700.0,유기농,1,포기,2700,2700,2011
14645,2011-06-09,배추,봄,4430.0,무농약,1,포기,4430,4430,2011
14646,2011-06-09,양배추,양배추,4060.0,유기농,1,포기,3480,4800,2011
14647,2011-06-09,양배추,양배추,4015.0,무농약,1,포기,1500,6300,2011
14648,2011-06-09,시금치,시금치,8789.0,유기농,1,kg,10900,9900,2011
14649,2011-06-09,시금치,시금치,10468.0,무농약,1,kg,12670,9900,2011
14650,2011-06-09,상추,적,1004.0,유기농,100,g,1060,893,2011
14651,2011-06-09,상추,적,1120.0,무농약,100,g,1260,990,2011
14652,2011-06-09,상추,청,1017.0,유기농,100,g,1060,980,2011
14653,2011-06-09,상추,청,1232.0,무농약,100,g,1000,990,2011
14654,2011-06-09,참외,참외,19950.0,무농약,10,개,19950,19950,2011
14655,2011-06-09,참외,참외,17656.0,저농약,10,개,12500,23940,2011
14656,2011-06-09,오이,가시계통,10800.0,유기농,10,개,13000,9900,2011
14657,2011-06-09,오이,가시계통,13500.0,무농약,10,개,13500,13500,2011
14658,2011-06-09,오이,다다기계통,6975.0,유기농,10,개,3500,9400,2011
14659,2011-06-09,오이,다다기계통,9236.0,무농약,10,개,10400,9400,2011
14660,2011-06-09,오이,취청,7500.0,저농약,10,개,7500,7500,2011
14661,2011-06-09,호박,애호박,2078.0,유기농,1,개,1950,2400,2011
14662,2011-06-09,호박,애호박,1959.0,무농약,1,개,1500,2500,2011
14663,2011-06-09,호박,애호박,1900.0,저농약,1,개,1900,1900,2011
14664,2011-06-09,토마토,토마토,5458.0,유기농,1,kg,3900,7900,2011
14665,2011-06-09,토마토,토마토,5061.0,무농약,1,kg,3100,7400,2011
14666,2011-06-09,토마토,토마토,4080.0,저농약,1,kg,4080,4080,2011
14667,2011-06-09,무,봄,2382.0,유기농,1,개,2000,2680,2011
14668,2011-06-09,무,봄,2391.0,무농약,1,개,1200,3800,2011
14669,2011-06-09,당근,무세척,4807.0,유기농,1,kg,3200,6600,2011
14670,2011-06-09,당근,무세척,4503.0,무농약,1,kg,3200,5960,2011
14671,2011-06-09,풋고추,풋고추,1408.0,유기농,100,g,1050,2580,2011
14672,2011-06-09,풋고추,풋고추,1388.0,무농약,100,g,1030,990,2011
14673,2011-06-09,풋고추,꽈리고추,1770.0,유기농,100,g,1267,2470,2011
14674,2011-06-09,풋고추,꽈리고추,2094.0,무농약,100,g,1787,2400,2011
14675,2011-06-09,풋고추,꽈리고추,1520.0,저농약,100,g,1520,1520,2011
14676,2011-06-09,양파,양파,2678.0,유기농,1,kg,1800,4250,2011
14677,2011-06-09,양파,양파,2342.0,무농약,1,kg,1200,5140,2011
14678,2011-06-09,양파,양파,3980.0,저농약,1,kg,3980,3980,2011
14679,2011-06-09,파,대파,5110.0,유기농,1,kg,3640,7600,2011
14680,2011-06-09,파,대파,5586.0,무농약,1,kg,3640,7000,2011
14681,2011-06-09,미나리,미나리,13080.0,무농약,1,kg,10800,9900,2011
14682,2011-06-09,깻잎,깻잎,3161.0,유기농,100,g,1020,5000,2011
14683,2011-06-09,깻잎,깻잎,3165.0,무농약,100,g,1630,4900,2011
14684,2011-06-09,피망,청,1268.0,유기농,100,g,1000,950,2011
14685,2011-06-09,피망,청,1227.0,무농약,100,g,1130,1300,2011
14686,2011-06-09,파프리카,파프리카,3413.0,유기농,200,g,2300,4340,2011
14687,2011-06-09,파프리카,파프리카,3716.0,무농약,200,g,1520,6960,2011
14688,2011-06-09,팽이버섯,팽이버섯,436.0,무농약,150,g,330,585,2011
14689,2011-06-09,사과,후지,17375.0,유기농,10,개,10000,24750,2011
14690,2011-06-09,사과,후지,16000.0,무농약,10,개,16000,16000,2011
14691,2011-06-09,사과,후지,11949.0,저농약,10,개,11000,7980,2011
14692,2011-06-09,배,신고,42048.0,저농약,10,개,36600,55000,2011
14693,2011-06-09,방울토마토,국산,6776.0,유기농,1,kg,5000,8960,2011
14694,2011-06-09,방울토마토,국산,6425.0,무농약,1,kg,4510,9960,2011
14695,2011-06-16,쌀,일반계,37300.0,유기농,10,kg,33800,43000,2011
14696,2011-06-16,쌀,일반계,30724.0,무농약,10,kg,25000,38000,2011
14697,2011-06-16,고구마,밤,8428.0,유기농,1,kg,7630,8800,2011
14698,2011-06-16,감자,수미,377.0,유기농,100,g,248,625,2011
14699,2011-06-16,감자,수미,360.0,무농약,100,g,285,490,2011
14700,2011-06-16,배추,봄,2100.0,유기농,1,포기,2100,2100,2011
14701,2011-06-16,양배추,양배추,3580.0,유기농,1,포기,2560,4800,2011
14702,2011-06-16,양배추,양배추,3880.0,무농약,1,포기,1900,6300,2011
14703,2011-06-16,시금치,시금치,8595.0,유기농,1,kg,6800,9900,2011
14704,2011-06-16,시금치,시금치,9910.0,무농약,1,kg,12000,9800,2011
14705,2011-06-16,상추,적,974.0,유기농,100,g,1000,890,2011
14706,2011-06-16,상추,적,1120.0,무농약,100,g,1260,990,2011
14707,2011-06-16,상추,청,969.0,유기농,100,g,1000,980,2011
14708,2011-06-16,상추,청,1278.0,무농약,100,g,1300,990,2011
14709,2011-06-16,참외,참외,19950.0,무농약,10,개,19950,19950,2011
14710,2011-06-16,참외,참외,18041.0,저농약,10,개,13160,26780,2011
14711,2011-06-16,오이,가시계통,10800.0,유기농,10,개,13000,9900,2011
14712,2011-06-16,오이,가시계통,12550.0,무농약,10,개,11600,13500,2011
14713,2011-06-16,오이,다다기계통,7750.0,유기농,10,개,10000,9400,2011
14714,2011-06-16,오이,다다기계통,9455.0,무농약,10,개,10400,9400,2011
14715,2011-06-16,오이,다다기계통,10000.0,저농약,10,개,10000,10000,2011
14716,2011-06-16,오이,취청,7500.0,저농약,10,개,7500,7500,2011
14717,2011-06-16,호박,애호박,1928.0,유기농,1,개,1580,2200,2011
14718,2011-06-16,호박,애호박,2043.0,무농약,1,개,1700,2500,2011
14719,2011-06-16,호박,애호박,1900.0,저농약,1,개,1900,1900,2011
14720,2011-06-16,토마토,토마토,5978.0,유기농,1,kg,3900,7900,2011
14721,2011-06-16,토마토,토마토,4735.0,무농약,1,kg,3500,7400,2011
14722,2011-06-16,토마토,토마토,3500.0,저농약,1,kg,3500,3500,2011
14723,2011-06-16,무,봄,2270.0,유기농,1,개,1700,2680,2011
14724,2011-06-16,무,봄,2233.0,무농약,1,개,1200,3800,2011
14725,2011-06-16,당근,무세척,4807.0,유기농,1,kg,3200,6600,2011
14726,2011-06-16,당근,무세척,4973.0,무농약,1,kg,3480,5960,2011
14727,2011-06-16,풋고추,풋고추,1419.0,유기농,100,g,1030,2580,2011
14728,2011-06-16,풋고추,풋고추,1960.0,무농약,100,g,1320,2600,2011
14729,2011-06-16,풋고추,꽈리고추,1874.0,유기농,100,g,1270,2470,2011
14730,2011-06-16,풋고추,꽈리고추,2094.0,무농약,100,g,1787,2400,2011
14731,2011-06-16,풋고추,꽈리고추,1520.0,저농약,100,g,1520,1520,2011
14732,2011-06-16,양파,양파,3078.0,유기농,1,kg,1800,4250,2011
14733,2011-06-16,양파,양파,2019.0,무농약,1,kg,1320,730,2011
14734,2011-06-16,양파,양파,3980.0,저농약,1,kg,3980,3980,2011
14735,2011-06-16,파,대파,5183.0,유기농,1,kg,3570,7600,2011
14736,2011-06-16,파,대파,5677.0,무농약,1,kg,4360,7000,2011
14737,2011-06-16,미나리,미나리,11867.0,무농약,1,kg,10800,9900,2011
14738,2011-06-16,깻잎,깻잎,3146.0,유기농,100,g,1280,4270,2011
14739,2011-06-16,깻잎,깻잎,3156.0,무농약,100,g,1575,4900,2011
14740,2011-06-16,피망,청,1259.0,유기농,100,g,1040,950,2011
14741,2011-06-16,피망,청,1790.0,무농약,100,g,1130,3480,2011
14742,2011-06-16,파프리카,파프리카,3527.0,유기농,200,g,2300,4340,2011
14743,2011-06-16,파프리카,파프리카,3453.0,무농약,200,g,1520,5540,2011
14744,2011-06-16,팽이버섯,팽이버섯,463.0,무농약,150,g,315,585,2011
14745,2011-06-16,사과,후지,10000.0,유기농,10,개,10000,10000,2011
14746,2011-06-16,사과,후지,16000.0,무농약,10,개,16000,16000,2011
14747,2011-06-16,사과,후지,11759.0,저농약,10,개,11000,9000,2011
14748,2011-06-16,배,신고,47592.0,저농약,10,개,36600,69000,2011
14749,2011-06-16,방울토마토,국산,6181.0,유기농,1,kg,5000,8960,2011
